temperature,rainfall,humidity,soil_pH,nitrogen,phosphorus,potassium,solar_radiation,wind_speed,soil_moisture,crop_type,yield,yield_category,crop_name
32.03,1001.41,51.23,7.97,149.02,44.65,74.42,14.09,4.11,47.52,5,7.896,Medium,Sugarcane
27.49,537.89,84.84,5.08,177.6,17.12,75.07,18.49,6.43,33.69,1,7.615,Medium,Wheat
26.41,577.41,62.46,5.52,163.03,62.05,98.95,16.32,2.01,25.13,2,8.235,High,Maize
32.51,1402.92,66.19,5.86,142.67,47.4,123.95,14.7,2.36,51.95,7,7.397,Low,Millet
25.26,616.35,76.38,6.12,162.75,61.93,65.74,13.76,2.43,39.66,5,8.073,Medium,Sugarcane
28.6,553.99,75.44,6.26,76.73,14.01,52.06,15.14,3.69,53.62,7,8.874,High,Millet
28.93,1241.19,69.18,6.14,59.91,63.4,118.69,22.49,1.91,34.94,1,8.057,Medium,Wheat
22.99,1001.57,61.87,6.68,126.28,11.38,35.32,15.36,4.13,66.24,7,8.021,Medium,Millet
32.95,618.62,60.31,6.53,122.75,81.76,54.79,15.94,4.77,60.02,6,8.312,High,Barley
25.95,964.99,77.87,5.92,98.24,70.44,73.83,16.17,4.3,49.45,5,9.4,High,Sugarcane
22.47,592.27,73.3,4.76,153.03,54.43,40.99,19.36,0.85,41.8,6,7.307,Low,Barley
30.22,1230.25,61.14,5.71,45.49,71.25,107.8,19.82,4.99,57.79,1,7.694,Medium,Wheat
21.61,1218.41,81.23,6.06,98.61,40.44,101.42,8.0,4.91,50.89,6,6.673,Low,Barley
27.17,1059.6,63.06,6.3,100.6,61.45,65.63,22.09,4.75,48.58,2,9.297,High,Maize
26.95,1008.5,52.23,5.6,54.55,75.9,111.99,23.75,4.06,60.64,1,7.664,Medium,Wheat
33.52,1428.36,53.62,6.11,179.79,10.0,116.23,13.8,3.83,66.4,1,6.841,Low,Wheat
29.85,899.91,50.32,5.6,65.63,51.06,77.17,14.11,5.05,26.21,1,7.56,Medium,Wheat
26.85,545.44,60.91,6.4,96.47,59.55,68.73,16.2,6.39,29.24,0,7.745,Medium,Rice
31.91,1034.84,83.51,5.64,156.32,56.07,136.49,14.98,2.07,33.3,7,8.098,Medium,Millet
35.34,1525.81,52.92,5.82,145.84,89.14,98.03,18.9,5.12,22.46,0,6.309,Low,Rice
30.35,595.57,67.83,5.45,75.67,37.52,86.41,10.21,3.37,44.06,0,7.122,Low,Rice
27.06,791.56,55.15,6.38,147.3,47.58,114.09,13.53,3.31,54.0,2,9.499,High,Maize
19.13,1024.93,61.1,5.81,131.59,21.68,87.55,24.16,1.2,44.68,5,7.753,Medium,Sugarcane
20.61,883.83,42.35,7.23,213.32,90.21,67.36,14.29,3.07,36.99,7,8.488,High,Millet
25.17,605.31,61.69,6.82,136.16,55.07,82.0,22.97,2.0,61.9,6,8.356,High,Barley
23.34,1236.56,62.09,6.44,114.35,51.23,105.97,19.42,2.8,47.11,4,8.478,High,Cotton
25.88,1596.01,73.1,5.86,85.74,58.95,30.2,10.76,1.85,50.14,1,6.635,Low,Wheat
27.34,958.84,68.35,6.8,90.23,72.72,72.8,20.54,2.83,62.31,6,8.789,High,Barley
30.18,628.78,47.02,7.05,86.97,66.95,114.58,17.53,2.89,43.15,1,8.514,High,Wheat
26.58,435.31,81.26,6.61,174.84,112.96,67.2,16.18,3.65,75.9,2,7.503,Medium,Maize
29.92,977.39,68.15,7.78,120.72,69.08,118.65,18.98,1.08,38.28,1,8.602,High,Wheat
27.39,1231.16,67.98,6.87,142.61,50.7,115.37,19.9,1.33,74.97,0,7.758,Medium,Rice
15.15,1042.55,64.86,7.23,180.57,48.77,78.36,20.83,4.04,30.38,7,7.272,Low,Millet
21.36,899.28,57.23,6.61,25.66,52.14,65.79,22.71,2.3,52.76,4,8.004,Medium,Cotton
26.14,723.22,68.27,7.04,171.15,29.96,72.82,19.63,5.11,35.36,3,8.293,High,Soybean
19.74,572.35,72.13,5.86,122.22,60.8,146.62,12.5,3.84,61.79,1,6.521,Low,Wheat
30.6,1150.43,38.8,6.13,137.4,75.67,126.86,16.11,4.41,37.83,6,8.084,Medium,Barley
36.18,1174.13,56.92,6.78,86.86,47.73,83.13,28.0,5.62,49.36,0,7.46,Low,Rice
34.31,436.28,61.18,6.77,89.8,43.85,64.8,20.9,3.04,35.24,3,7.186,Low,Soybean
25.72,1376.95,68.84,6.91,139.55,90.32,82.93,27.48,2.64,59.06,4,7.573,Medium,Cotton
35.94,1072.22,82.9,7.38,215.38,31.47,86.1,23.58,4.81,35.16,3,6.489,Low,Soybean
27.89,1319.88,53.42,5.36,160.13,18.64,48.92,18.97,4.26,70.25,0,6.828,Low,Rice
24.98,497.36,57.53,5.72,170.62,36.94,82.0,19.21,3.22,30.06,7,7.468,Medium,Millet
23.32,490.25,57.31,6.68,112.32,29.19,113.06,17.85,5.59,24.82,7,7.761,Medium,Millet
25.19,855.31,52.98,5.92,95.99,67.72,35.02,11.05,3.18,59.27,5,8.808,High,Sugarcane
24.67,1050.84,59.79,9.0,88.77,52.79,100.66,18.07,3.55,36.13,7,7.872,Medium,Millet
28.02,1438.91,76.56,6.91,100.47,55.61,114.37,22.84,3.53,44.89,5,8.322,High,Sugarcane
27.96,1111.82,49.19,6.44,37.89,83.06,65.99,15.6,2.1,40.17,3,8.516,High,Soybean
27.02,827.2,71.42,6.09,91.0,46.17,122.35,19.65,3.62,25.31,2,9.138,High,Maize
29.62,592.09,39.47,6.12,97.59,75.5,62.74,21.41,5.6,43.85,6,8.79,High,Barley
34.14,1269.0,56.58,6.52,112.99,90.23,91.03,14.36,4.17,63.97,6,7.47,Medium,Barley
32.7,610.59,60.06,6.59,125.27,50.89,72.33,16.19,3.55,60.05,3,7.849,Medium,Soybean
18.09,1388.54,90.12,6.13,134.5,74.74,72.33,13.93,3.26,48.48,1,6.387,Low,Wheat
11.68,814.68,60.88,6.28,119.4,55.16,64.57,14.71,4.0,61.68,1,6.918,Low,Wheat
32.61,1377.17,31.98,7.58,96.74,78.48,97.46,12.85,4.62,29.11,7,6.446,Low,Millet
18.8,1103.68,35.02,7.61,41.47,28.57,101.22,14.4,4.41,40.12,6,7.618,Medium,Barley
25.65,858.9,65.51,6.7,96.99,27.09,78.39,23.68,3.0,50.94,6,8.066,Medium,Barley
19.98,744.18,74.21,5.43,81.1,52.17,46.0,14.34,3.99,43.04,5,7.621,Medium,Sugarcane
16.19,797.73,70.63,6.93,138.64,42.22,90.08,18.51,4.22,41.3,2,7.276,Low,Maize
30.25,1028.5,67.51,7.74,156.37,49.67,90.55,15.99,1.99,26.99,0,7.934,Medium,Rice
31.55,923.15,82.43,7.6,157.54,55.61,74.58,22.72,3.75,13.78,1,7.394,Low,Wheat
23.54,721.86,56.91,7.09,150.28,74.4,126.68,23.24,0.5,57.27,6,8.55,High,Barley
11.45,850.31,78.42,7.64,114.66,51.85,40.9,21.46,4.22,48.65,5,6.868,Low,Sugarcane
23.72,923.57,40.52,6.54,99.12,43.52,24.57,19.22,4.49,58.53,4,8.405,High,Cotton
29.35,261.38,51.43,7.0,90.12,52.97,61.73,17.08,4.62,38.44,5,7.696,Medium,Sugarcane
18.13,1037.45,37.89,5.96,59.7,44.62,97.76,13.23,2.91,34.31,1,7.171,Low,Wheat
28.1,606.08,60.88,6.73,159.67,41.32,53.6,25.77,3.96,45.1,1,7.644,Medium,Wheat
26.91,554.0,64.31,7.56,113.01,27.74,55.48,14.96,5.64,57.81,5,7.081,Low,Sugarcane
30.48,393.8,66.71,6.03,70.15,61.39,103.78,20.65,5.62,41.53,0,7.67,Medium,Rice
27.72,361.83,65.93,5.81,86.94,48.63,91.56,22.24,3.46,57.03,3,7.438,Low,Soybean
21.16,493.37,51.09,6.58,85.32,79.33,89.43,15.78,3.71,29.91,1,8.101,Medium,Wheat
34.18,687.29,62.15,6.32,121.72,31.05,99.54,22.15,5.17,42.58,5,8.001,Medium,Sugarcane
26.05,1485.98,42.54,7.02,162.7,49.16,69.37,21.06,1.25,43.95,6,7.485,Medium,Barley
26.84,742.24,85.45,6.14,106.08,96.26,70.53,24.91,3.02,63.4,5,8.059,Medium,Sugarcane
21.4,953.33,60.45,7.87,29.9,41.21,100.24,16.12,5.5,48.11,2,7.799,Medium,Maize
24.34,1020.14,57.67,5.47,112.43,55.27,46.38,12.86,4.96,71.19,3,7.791,Medium,Soybean
21.69,939.32,88.83,7.5,113.75,35.68,26.43,15.98,4.05,24.78,4,8.11,Medium,Cotton
25.96,876.77,46.37,5.89,111.0,33.03,69.17,18.84,1.24,46.95,0,9.451,High,Rice
37.27,541.41,48.12,5.06,94.9,90.95,103.27,18.23,3.43,47.69,7,6.896,Low,Millet
18.77,1335.28,48.56,6.69,128.7,63.42,86.39,16.43,2.62,54.3,4,7.52,Medium,Cotton
17.32,1442.16,63.98,6.3,122.65,62.67,101.43,10.36,4.0,32.8,3,6.961,Low,Soybean
35.83,395.2,71.47,5.61,119.01,26.07,29.59,19.88,2.29,70.27,3,6.137,Low,Soybean
25.74,592.79,76.1,5.15,136.51,67.17,87.89,25.89,1.96,45.19,3,7.674,Medium,Soybean
22.99,816.06,100.0,6.49,102.81,83.15,96.35,19.86,0.5,28.69,4,7.782,Medium,Cotton
33.24,610.64,31.26,7.28,100.54,82.99,46.23,20.44,5.33,44.76,6,7.328,Low,Barley
23.37,1051.79,74.13,6.97,175.2,73.37,101.55,20.29,2.9,40.3,3,9.276,High,Soybean
37.96,681.52,56.64,6.55,142.37,37.41,77.21,19.59,3.74,86.75,5,6.525,Low,Sugarcane
31.07,1549.52,56.2,6.88,153.08,66.26,156.78,21.73,3.5,60.75,4,7.381,Low,Cotton
24.07,1257.16,55.7,6.48,169.04,73.35,25.57,19.58,1.9,45.74,7,7.895,Medium,Millet
39.94,963.77,51.37,5.36,141.04,24.11,114.23,16.75,1.61,43.32,3,7.892,Medium,Soybean
23.37,1208.1,90.27,5.36,157.14,37.57,70.15,14.82,1.99,59.27,5,7.793,Medium,Sugarcane
31.45,1231.77,77.63,6.34,56.83,77.76,39.57,17.0,2.42,59.98,6,7.98,Medium,Barley
28.8,730.82,65.35,6.37,128.17,77.52,66.83,19.26,4.05,10.0,2,8.409,High,Maize
34.81,655.13,85.27,7.18,112.69,29.03,86.94,16.74,2.31,54.64,6,7.672,Medium,Barley
36.37,923.44,42.31,7.11,187.11,75.9,105.94,19.26,6.12,45.42,7,8.551,High,Millet
27.19,1158.49,45.04,6.98,157.11,61.91,123.05,19.76,5.04,25.33,3,8.13,Medium,Soybean
22.48,941.72,32.33,6.28,94.78,75.62,115.55,21.33,4.71,58.2,7,8.408,High,Millet
29.76,426.9,54.51,5.4,134.91,47.31,55.87,23.13,3.32,78.69,4,6.857,Low,Cotton
22.93,659.15,67.43,6.83,126.71,72.9,108.25,18.31,5.77,53.35,1,9.137,High,Wheat
39.08,877.81,66.54,6.92,138.17,76.88,89.78,12.77,3.17,61.51,3,6.497,Low,Soybean
27.82,877.3,67.24,4.59,79.25,52.97,63.63,16.62,3.45,72.06,1,7.247,Low,Wheat
24.81,1491.76,43.83,5.83,134.4,60.36,74.7,18.18,3.75,32.55,5,7.051,Low,Sugarcane
28.11,484.2,77.05,5.95,110.87,47.03,62.25,10.66,4.55,17.14,2,6.915,Low,Maize
18.92,1051.68,68.59,6.59,131.3,93.03,80.93,23.55,4.46,54.85,0,7.231,Low,Rice
21.17,1346.73,76.0,5.86,91.02,57.59,61.76,18.57,2.79,41.29,7,6.889,Low,Millet
34.2,1581.43,36.61,6.47,96.6,41.56,54.3,19.53,2.7,24.39,6,6.994,Low,Barley
23.06,778.68,69.67,6.33,166.95,45.68,91.98,23.46,4.46,43.83,2,8.775,High,Maize
20.72,1047.43,47.18,6.37,77.94,62.54,95.72,15.48,4.57,55.91,3,8.182,High,Soybean
30.22,1070.93,59.04,5.93,80.89,75.07,75.31,20.3,2.91,42.77,1,8.771,High,Wheat
34.11,958.64,73.02,5.99,117.94,33.28,114.19,17.56,1.12,33.2,6,8.306,High,Barley
31.31,870.35,66.37,5.64,89.12,96.95,73.49,17.26,3.19,41.65,1,9.051,High,Wheat
32.98,1030.79,52.23,6.8,84.6,66.17,72.43,14.91,4.44,44.71,4,8.096,Medium,Cotton
22.46,200.0,65.09,6.96,124.2,69.33,96.51,24.66,6.21,16.06,1,6.422,Low,Wheat
18.47,1104.62,42.03,5.88,59.8,58.06,76.69,16.5,1.7,42.86,4,7.646,Medium,Cotton
36.01,937.85,82.25,7.72,79.68,60.39,82.12,20.8,2.86,24.83,5,6.638,Low,Sugarcane
25.06,833.26,61.92,6.25,202.16,57.03,16.99,10.5,2.92,54.89,6,8.756,High,Barley
25.5,1514.06,81.78,7.72,138.38,80.36,80.42,22.72,5.53,21.58,6,6.412,Low,Barley
34.97,697.52,57.1,5.99,90.14,59.84,34.32,22.21,3.45,60.19,0,7.774,Medium,Rice
30.34,779.08,57.15,4.88,136.73,75.34,49.48,18.39,2.14,38.86,3,8.158,High,Soybean
29.74,1497.47,53.54,6.82,142.69,51.32,46.62,17.09,4.34,36.86,4,8.242,High,Cotton
39.99,650.38,78.14,6.7,159.78,63.91,53.94,19.6,2.89,49.42,0,6.999,Low,Rice
23.14,734.97,54.36,6.53,114.91,43.92,66.28,27.16,1.66,32.01,1,7.278,Low,Wheat
32.57,855.89,74.67,5.99,159.06,84.33,67.84,10.95,2.16,49.18,1,7.812,Medium,Wheat
27.34,1152.22,59.26,6.47,38.46,43.33,96.61,21.13,6.1,34.02,0,8.472,High,Rice
28.61,962.34,35.36,6.09,77.75,53.5,85.56,14.35,4.08,36.65,6,8.823,High,Barley
36.17,512.21,56.45,6.26,126.55,53.7,32.47,17.92,3.66,51.08,1,7.976,Medium,Wheat
30.05,740.35,47.31,7.17,133.19,52.92,82.08,17.01,3.13,27.92,7,7.447,Low,Millet
30.23,717.79,65.51,6.65,83.53,74.45,87.96,16.29,3.94,26.03,5,8.57,High,Sugarcane
33.44,876.83,47.14,6.99,130.38,53.67,71.79,17.96,3.92,48.72,5,7.24,Low,Sugarcane
24.81,1027.75,78.89,6.31,95.05,87.88,78.48,13.46,3.94,44.6,7,8.962,High,Millet
21.96,1025.46,63.63,6.23,108.92,43.63,84.76,22.12,3.67,47.53,0,8.83,High,Rice
20.73,367.2,62.34,5.58,160.99,63.39,99.11,10.82,4.8,49.91,7,6.845,Low,Millet
15.2,1219.18,74.84,6.2,156.36,44.48,40.63,20.16,3.53,45.86,4,7.263,Low,Cotton
39.34,975.77,79.46,4.5,80.12,68.42,73.89,16.69,2.03,54.12,4,6.584,Low,Cotton
20.38,1315.36,64.7,6.03,77.71,59.68,117.71,13.32,2.58,46.46,0,7.287,Low,Rice
25.67,1033.26,53.43,6.43,103.55,56.9,115.42,18.81,0.53,14.89,7,8.509,High,Millet
25.34,1230.4,38.39,6.95,118.93,83.77,101.27,11.77,6.54,18.78,4,7.181,Low,Cotton
28.84,1039.96,54.71,6.29,93.68,46.91,93.42,18.16,4.79,73.92,6,8.576,High,Barley
31.89,1303.87,55.74,6.78,161.63,71.73,121.37,12.31,2.25,45.0,7,7.878,Medium,Millet
32.16,1056.68,66.61,4.76,133.9,44.62,127.95,19.85,3.08,59.25,6,7.385,Low,Barley
23.5,870.63,59.82,6.45,136.24,62.25,76.77,14.3,2.54,39.81,4,8.281,High,Cotton
26.0,1581.73,75.32,5.16,69.34,36.09,55.76,16.2,5.81,44.13,5,6.264,Low,Sugarcane
28.7,1166.71,55.81,5.53,166.69,46.75,73.24,19.18,1.37,38.2,4,8.826,High,Cotton
25.51,1072.12,64.14,6.35,20.0,58.36,157.42,14.91,3.67,81.99,6,7.877,Medium,Barley
36.64,517.11,82.76,7.52,153.36,96.29,40.77,17.77,3.34,48.8,2,7.22,Low,Maize
29.95,513.51,70.13,6.8,157.37,62.02,68.24,11.94,4.74,36.98,3,8.511,High,Soybean
31.41,987.81,64.1,6.51,102.7,93.09,44.68,20.52,3.34,20.23,1,8.058,Medium,Wheat
30.98,943.66,55.97,6.48,170.92,64.41,83.12,25.06,0.86,74.61,7,7.537,Medium,Millet
34.04,715.76,55.5,5.93,117.48,52.26,49.93,28.0,3.12,42.55,2,7.156,Low,Maize
28.09,942.29,52.24,6.06,122.5,90.79,77.28,18.36,2.04,56.16,4,8.985,High,Cotton
19.22,1376.59,56.88,6.84,133.58,68.74,31.25,21.15,3.62,57.84,5,7.787,Medium,Sugarcane
29.4,1108.62,76.33,5.39,247.46,47.15,95.44,10.88,5.65,38.06,0,8.485,High,Rice
23.09,557.7,61.67,6.97,173.78,69.41,110.56,24.01,0.89,55.09,4,8.21,High,Cotton
23.83,866.55,44.75,6.19,148.05,54.15,70.4,21.1,2.3,35.94,5,9.058,High,Sugarcane
30.52,658.51,91.52,7.16,83.49,20.22,76.62,16.06,2.67,30.14,3,7.618,Medium,Soybean
34.43,783.69,69.8,7.27,125.74,78.72,75.91,22.95,2.93,62.47,4,7.72,Medium,Cotton
27.13,775.92,43.9,5.16,87.48,81.9,84.52,16.98,4.61,42.63,6,8.18,High,Barley
28.85,756.71,58.37,6.03,152.88,96.76,79.05,16.17,3.24,52.78,0,8.561,High,Rice
37.21,523.46,66.66,5.82,125.62,68.44,99.2,19.9,4.12,51.16,5,7.765,Medium,Sugarcane
28.44,861.7,90.57,5.05,75.02,55.03,110.83,13.75,2.56,54.57,5,7.934,Medium,Sugarcane
42.61,731.82,48.38,5.67,123.24,76.7,59.65,22.09,3.84,21.65,5,6.27,Low,Sugarcane
30.39,200.0,79.64,8.45,86.02,77.0,72.27,13.78,4.67,36.22,3,6.228,Low,Soybean
16.44,1515.89,85.99,6.99,126.05,92.77,102.54,13.8,2.4,40.13,4,5.946,Low,Cotton
31.52,1226.63,55.57,8.03,85.64,59.11,44.46,14.36,4.67,32.53,3,6.771,Low,Soybean
29.29,787.11,60.84,7.16,121.1,56.69,30.73,21.04,3.58,51.44,7,8.667,High,Millet
34.74,905.65,49.46,5.91,150.02,45.69,85.66,15.53,5.07,62.8,1,7.612,Medium,Wheat
31.04,548.5,61.95,6.19,117.88,70.75,92.41,12.61,3.2,65.18,1,7.574,Medium,Wheat
26.17,1408.72,64.45,6.97,104.36,29.03,61.94,15.58,4.07,39.91,7,7.819,Medium,Millet
19.65,1469.19,74.89,6.85,128.13,75.52,65.53,17.87,3.44,49.38,4,7.141,Low,Cotton
25.75,947.01,81.35,6.04,147.89,71.76,61.0,13.28,3.36,51.68,6,8.26,High,Barley
21.9,1207.06,53.78,5.29,75.71,71.7,58.33,13.39,3.89,54.32,3,6.751,Low,Soybean
23.52,952.59,35.49,9.0,130.43,62.76,97.34,26.45,4.31,31.83,0,6.484,Low,Rice
30.53,498.98,64.68,6.39,172.7,90.66,50.49,14.56,1.63,72.31,5,7.905,Medium,Sugarcane
37.02,776.45,69.4,6.24,142.95,77.44,73.36,16.71,5.65,58.9,5,7.339,Low,Sugarcane
29.37,939.58,68.74,6.59,122.31,47.86,57.37,16.53,0.71,59.29,4,8.75,High,Cotton
19.82,763.64,60.1,6.31,145.59,48.22,43.62,16.31,2.47,63.05,6,8.085,Medium,Barley
29.67,834.4,66.87,6.6,138.1,42.41,101.75,20.49,3.36,53.01,1,8.6,High,Wheat
34.18,872.58,87.73,7.53,150.14,71.03,67.0,21.79,4.12,29.59,1,7.969,Medium,Wheat
23.34,875.74,70.73,6.4,39.04,40.0,84.71,16.78,5.86,42.92,5,8.634,High,Sugarcane
26.2,915.68,59.4,5.57,57.86,81.67,42.3,13.05,0.71,20.23,4,7.767,Medium,Cotton
27.09,581.82,57.5,6.37,160.19,86.46,61.45,23.1,2.74,51.23,3,8.368,High,Soybean
22.29,684.9,62.45,6.13,59.79,42.42,98.9,17.62,0.5,42.46,1,7.875,Medium,Wheat
30.89,514.62,89.55,7.64,136.06,56.29,144.68,24.92,3.55,44.39,3,7.517,Medium,Soybean
26.27,1193.34,62.25,7.44,105.92,60.33,30.59,9.02,3.91,63.06,6,6.795,Low,Barley
29.52,268.31,64.7,6.59,80.15,77.68,74.97,18.78,5.89,38.15,1,7.742,Medium,Wheat
21.68,1246.08,57.77,5.48,133.99,92.19,90.31,25.67,3.68,41.22,1,7.554,Medium,Wheat
24.38,1315.9,81.48,5.52,128.04,26.29,64.6,16.59,5.07,45.33,2,8.204,High,Maize
31.33,809.35,94.4,6.51,204.41,53.64,101.24,17.1,4.38,17.4,1,7.663,Medium,Wheat
24.76,200.0,71.76,6.77,95.01,54.68,58.33,19.18,2.85,41.01,7,7.432,Low,Millet
37.36,791.61,66.24,6.2,177.6,31.99,83.85,15.76,1.39,10.0,0,7.65,Medium,Rice
24.6,880.74,65.55,6.12,134.1,50.3,66.95,16.75,3.91,36.22,7,9.078,High,Millet
28.35,596.82,29.24,6.03,93.56,68.56,110.49,16.65,1.26,57.83,4,8.203,High,Cotton
32.6,745.43,76.18,6.48,151.97,54.43,63.09,15.49,5.44,51.71,4,8.084,Medium,Cotton
18.49,1359.06,67.01,4.59,142.63,29.11,71.2,22.92,3.26,36.08,3,5.954,Low,Soybean
16.44,1099.48,71.43,5.62,121.43,117.48,103.64,19.84,5.29,45.61,7,7.745,Medium,Millet
17.85,622.63,54.33,6.0,130.65,65.32,54.3,19.0,2.78,28.88,7,7.134,Low,Millet
34.58,420.72,59.23,7.47,96.12,62.23,81.72,21.23,3.9,44.96,7,6.495,Low,Millet
23.69,801.89,58.83,5.85,86.97,38.04,34.44,16.94,3.81,88.95,6,7.407,Low,Barley
42.35,835.96,80.32,6.64,150.38,65.21,52.8,14.9,3.43,72.69,1,7.138,Low,Wheat
23.61,1048.86,59.32,6.68,111.04,56.72,89.55,15.59,2.85,45.79,0,8.84,High,Rice
28.11,739.4,96.24,7.54,116.8,22.23,55.23,18.01,4.09,47.4,3,8.468,High,Soybean
36.25,1053.45,71.46,7.51,131.19,38.59,66.39,13.76,2.11,30.31,7,7.211,Low,Millet
39.04,1480.55,45.86,6.45,130.61,75.9,92.33,16.0,1.69,32.97,7,6.218,Low,Millet
39.37,1144.65,63.07,6.12,62.83,98.88,65.52,15.94,5.36,50.43,2,7.882,Medium,Maize
34.25,885.57,55.22,5.97,171.45,67.34,100.57,26.5,4.59,37.13,3,7.799,Medium,Soybean
33.14,845.05,32.08,6.31,124.85,82.06,85.39,8.0,3.6,58.56,7,7.518,Medium,Millet
30.56,793.0,88.99,6.15,111.89,56.88,90.89,17.28,6.0,68.55,3,7.721,Medium,Soybean
31.67,1254.19,75.55,6.94,137.23,58.27,111.02,24.9,3.1,49.99,1,8.063,Medium,Wheat
23.69,711.81,73.0,6.84,129.46,81.82,88.0,18.49,5.48,46.53,2,9.291,High,Maize
22.09,913.57,67.48,6.97,150.68,93.26,118.47,21.01,3.76,19.79,3,8.466,High,Soybean
26.98,915.36,44.27,7.51,141.52,86.02,102.78,18.4,1.96,56.21,0,8.347,High,Rice
25.98,749.46,57.75,7.99,148.71,38.67,66.91,15.33,6.27,27.84,0,7.839,Medium,Rice
24.28,488.26,77.63,6.6,174.04,58.66,112.33,9.03,4.99,38.73,4,7.833,Medium,Cotton
31.18,996.89,49.23,7.38,155.34,65.55,86.6,18.82,3.32,59.39,2,8.411,High,Maize
32.73,881.7,27.02,6.22,113.58,54.81,70.13,14.9,4.59,60.45,2,7.909,Medium,Maize
27.53,1050.07,61.59,7.45,75.08,67.76,86.96,14.8,2.89,38.0,4,8.838,High,Cotton
35.87,739.92,62.87,7.35,186.71,76.41,107.81,16.0,4.74,38.87,3,7.851,Medium,Soybean
20.15,1266.25,67.03,7.31,110.49,80.06,91.38,24.98,0.5,34.51,2,6.732,Low,Maize
25.84,636.97,75.93,6.58,101.08,93.72,125.56,27.62,1.97,27.03,0,7.754,Medium,Rice
22.7,1413.61,74.56,5.97,50.53,53.41,107.16,18.87,4.97,35.48,0,7.507,Medium,Rice
15.8,375.71,68.88,5.38,133.54,32.72,93.08,16.14,3.13,20.8,7,6.219,Low,Millet
26.5,1030.43,82.93,6.47,125.96,67.16,54.35,13.29,3.81,55.25,1,8.085,Medium,Wheat
26.27,1042.63,42.22,7.73,59.4,97.68,75.51,19.87,1.48,50.92,2,8.553,High,Maize
36.08,661.33,72.57,6.25,138.13,50.46,81.79,25.13,6.27,53.41,3,7.75,Medium,Soybean
30.78,1027.32,74.4,7.13,100.07,73.74,97.42,17.01,5.29,30.68,4,8.525,High,Cotton
20.85,1283.86,46.41,7.18,227.61,73.91,95.93,8.48,3.2,27.07,4,6.805,Low,Cotton
38.12,234.95,42.46,6.27,97.23,63.83,84.24,20.68,2.89,45.8,3,6.061,Low,Soybean
34.33,1050.82,53.81,7.55,102.59,60.14,83.01,21.94,5.04,45.96,6,7.503,Medium,Barley
30.49,200.0,55.08,4.5,85.01,41.53,98.01,11.66,6.47,42.79,5,5.893,Low,Sugarcane
25.64,610.3,76.3,5.52,171.12,14.37,58.54,18.71,4.93,40.66,1,8.699,High,Wheat
21.24,1388.75,55.78,5.77,105.09,37.76,122.39,19.8,6.76,70.66,4,6.955,Low,Cotton
24.77,725.47,52.15,5.84,91.0,52.19,28.82,17.71,2.12,51.39,2,7.98,Medium,Maize
33.53,547.84,55.83,6.77,148.28,81.95,116.39,14.84,2.27,74.56,1,7.521,Medium,Wheat
38.31,840.62,81.78,6.73,64.79,57.94,78.87,22.06,1.72,64.03,2,7.357,Low,Maize
36.26,1520.37,65.2,6.82,145.0,49.62,105.06,16.39,4.16,70.55,6,6.504,Low,Barley
24.07,350.5,62.31,6.98,191.26,42.18,89.1,12.06,3.76,28.88,0,7.8,Medium,Rice
20.28,584.61,63.35,5.74,142.66,73.14,88.65,9.8,3.27,53.9,1,7.507,Medium,Wheat
27.85,1349.23,84.38,5.53,145.52,87.17,93.86,23.04,4.71,38.52,7,7.224,Low,Millet
16.39,1457.31,53.76,6.82,154.8,81.27,100.23,20.47,5.35,20.05,4,6.271,Low,Cotton
28.94,868.97,84.73,6.0,188.39,72.12,71.78,18.35,1.21,67.44,1,8.573,High,Wheat
26.11,528.28,68.16,5.24,168.4,30.49,105.87,16.24,2.6,40.59,1,7.446,Low,Wheat
24.2,1528.75,62.59,7.28,137.59,52.97,52.89,15.88,4.73,29.17,1,7.351,Low,Wheat
17.43,1378.33,100.0,7.62,156.16,98.95,79.87,13.7,2.8,38.78,5,5.653,Low,Sugarcane
30.08,1103.68,49.17,7.75,84.56,82.44,100.9,16.27,2.3,33.06,1,8.387,High,Wheat
23.8,656.28,59.69,6.65,151.05,29.25,104.88,9.52,5.03,34.59,2,8.186,High,Maize
19.98,885.29,46.51,7.0,79.78,58.89,91.52,15.06,1.57,41.68,0,8.282,High,Rice
10.0,851.89,79.29,7.6,105.32,67.26,70.17,16.76,3.05,70.96,6,6.052,Low,Barley
26.83,999.26,90.34,5.99,20.0,44.76,102.42,20.44,3.99,35.01,3,8.374,High,Soybean
37.63,1335.3,90.05,7.39,136.06,13.82,63.27,17.84,2.64,69.89,1,5.773,Low,Wheat
36.97,1163.83,83.36,6.72,94.25,61.98,123.79,21.18,4.67,57.73,4,7.009,Low,Cotton
24.26,576.79,62.04,7.23,164.45,44.24,77.88,23.4,2.65,50.94,1,7.864,Medium,Wheat
23.39,1312.95,59.52,6.65,135.61,44.32,41.51,22.23,5.61,56.22,4,8.003,Medium,Cotton
29.81,993.94,39.93,7.54,164.96,52.91,50.13,19.88,3.31,45.2,2,8.257,High,Maize
21.01,1106.12,95.54,6.68,76.66,57.33,81.09,18.05,4.51,64.29,4,8.122,Medium,Cotton
28.81,1339.96,72.03,5.31,161.54,59.82,83.5,14.08,4.62,53.5,7,7.889,Medium,Millet
31.6,566.53,57.62,7.66,204.23,42.32,129.24,20.96,2.56,20.03,3,7.657,Medium,Soybean
